Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-01-28,156.74343872070312,165.4600067138672,165.75999450683594,163.07000732421875,163.77999877929688,24899900,MSFT
2020-01-29,159.18751525878906,168.0399932861328,168.75,165.69000244140625,167.83999633789062,34754500,MSFT
2020-01-30,163.67776489257812,172.77999877929688,174.0500030517578,170.7899932861328,174.0500030517578,51597500,MSFT
2020-01-31,161.2621307373047,170.22999572753906,172.39999389648438,169.5800018310547,172.2100067138672,36142700,MSFT
2020-02-03,165.19351196289062,174.3800048828125,174.5,170.39999389648438,170.42999267578125,30107000,MSFT
2020-02-04,170.63111877441406,180.1199951171875,180.63999938964844,176.30999755859375,177.13999938964844,36433300,MSFT
2020-02-05,170.4227294921875,179.89999389648438,184.1999969482422,178.41000366210938,184.02999877929688,39186300,MSFT
2020-02-06,173.9562225341797,183.6300048828125,183.82000732421875,180.05999755859375,180.97000122070312,27751400,MSFT
2020-02-07,174.2025146484375,183.88999938964844,185.6300048828125,182.47999572753903,182.8500061035156,33529100,MSFT
2020-02-10,178.75912475585938,188.6999969482422,188.83999633789065,183.25,183.5800018310547,35844300,MSFT
2020-02-11,174.72352600097656,184.44000244140625,190.6999969482422,183.5,190.6499938964844,53159900,MSFT
2020-02-12,174.97927856445312,184.7100067138672,185.8500061035156,181.8500061035156,185.5800018310547,47062900,MSFT
2020-02-13,174.03199768066406,183.7100067138672,186.22999572753903,182.8699951171875,183.0800018310547,35295800,MSFT
2020-02-14,175.58558654785156,185.3500061035156,185.4100036621093,182.6499938964844,183.25,23149500,MSFT
2020-02-18,177.36656188964844,187.22999572753903,187.6999969482422,185.5,185.6100006103516,27792200,MSFT
2020-02-19,177.89854431152344,187.27999877929688,188.17999267578125,186.47000122070312,188.0599975585937,29997500,MSFT
2020-02-20,175.1817626953125,184.4199981689453,187.25,181.1000061035156,186.9499969482422,36862400,MSFT
2020-02-21,169.64382934570312,178.58999633789062,183.5,177.25,183.1699981689453,48572600,MSFT
2020-02-24,162.32955932617188,170.88999938964844,174.5500030517578,163.22999572753906,167.77000427246094,68311100,MSFT
2020-02-25,159.6508331298828,168.07000732421875,174.83999633789062,167.64999389648438,174.1999969482422,68073300,MSFT
2020-02-26,161.6456298828125,170.1699981689453,173.25999450683594,168.2100067138672,169.7100067138672,56206100,MSFT
2020-02-27,150.2562255859375,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900,MSFT
2020-02-28,153.89437866210938,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700,MSFT
2020-03-02,164.13436889648438,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800,MSFT
2020-03-03,156.26914978027344,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000,MSFT
2020-03-04,162.006591796875,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400,MSFT
2020-03-05,157.94097900390625,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300,MSFT
2020-03-06,153.47640991210938,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100,MSFT
2020-03-09,143.07493591308594,150.6199951171875,157.75,150.0,151.0,70419300,MSFT
2020-03-10,152.85894775390625,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400,MSFT
2020-03-11,145.9341278076172,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600,MSFT
2020-03-12,132.093994140625,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400,MSFT
2020-03-13,150.87367248535156,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400,MSFT
2020-03-16,128.63633728027344,135.4199981689453,149.35000610351562,135.0,140.0,87905900,MSFT
2020-03-17,139.22781372070312,146.57000732421875,147.5,135.0,140.0,81059800,MSFT
2020-03-18,133.36688232421875,140.39999389648438,146.0,135.02000427246094,138.0,81593200,MSFT
2020-03-19,135.56118774414062,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700,MSFT
2020-03-20,130.46966552734375,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200,MSFT
2020-03-23,129.16827392578125,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200,MSFT
2020-03-24,140.90914916992188,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700,MSFT
2020-03-25,139.56027221679688,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200,MSFT
2020-03-26,148.28988647460938,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100,MSFT
2020-03-27,142.20101928710938,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300,MSFT
2020-03-30,152.2035369873047,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300,MSFT
2020-03-31,149.8097686767578,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200,MSFT
2020-04-01,144.49029541015625,152.11000061035156,157.75,150.82000732421875,153.0,57969900,MSFT
2020-04-02,147.48251342773438,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700,MSFT
2020-04-03,146.12413024902344,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300,MSFT
2020-04-06,156.9910888671875,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700,MSFT
2020-04-07,155.30023193359375,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000,MSFT
2020-04-08,156.85806274414062,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200,MSFT
2020-04-09,156.86756896972656,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100,MSFT
2020-04-13,157.2190399169922,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300,MSFT
2020-04-14,164.99874877929688,173.6999969482422,173.75,168.0,169.0,52874300,MSFT
2020-04-15,163.2699432373047,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800,MSFT
2020-04-16,168.1714630126953,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600,MSFT
2020-04-17,169.6533203125,178.60000610351562,180.0,175.8699951171875,179.5,52765600,MSFT
2020-04-20,166.29066467285156,175.05999755859375,178.75,174.99000549316406,176.6300048828125,36669600,MSFT
2020-04-21,159.413330078125,167.82000732421875,173.6699981689453,166.11000061035156,173.5,56203700,MSFT
2020-04-22,164.8278045654297,173.52000427246094,174.0,170.82000732421875,171.38999938964844,34620200,MSFT
2020-04-23,162.8330078125,171.4199981689453,175.05999755859375,170.91000366210938,174.11000061035156,32790800,MSFT
2020-04-24,165.80616760253906,174.5500030517578,174.55999755859375,170.7100067138672,172.05999755859375,34277600,MSFT
2020-04-27,165.3312530517578,174.0500030517578,176.89999389648438,173.3000030517578,176.58999633789062,33194400,MSFT
2020-04-28,161.3036346435547,169.80999755859375,175.6699981689453,169.38999938964844,175.58999633789062,34392700,MSFT
2020-04-29,168.54193115234375,177.42999267578125,177.67999267578125,171.8800048828125,173.22000122070312,51286600,MSFT
2020-04-30,170.23277282714844,179.2100067138672,180.3999938964844,176.22999572753906,180.0,53875900,MSFT
2020-05-01,165.82521057128906,174.57000732421875,178.63999938964844,174.00999450683594,175.8000030517578,39370500,MSFT
2020-05-04,169.8812713623047,178.83999633789062,179.0,173.8000030517578,174.49000549316406,30372900,MSFT
2020-05-05,171.70509338378906,180.759994506836,183.6499938964844,179.89999389648438,180.6199951171875,36839200,MSFT
2020-05-06,173.3959197998047,182.5399932861328,184.1999969482422,181.6300048828125,182.0800018310547,32139300,MSFT
2020-05-07,174.40283203125,183.6000061035156,184.5500030517578,182.5800018310547,184.1699981689453,28316000,MSFT
2020-05-08,175.42872619628906,184.67999267578125,185.0,183.3600006103516,184.97999572753903,30877800,MSFT
2020-05-11,177.38558959960938,186.7400054931641,187.509994506836,182.8500061035156,183.1499938964844,30892700,MSFT
2020-05-12,173.3674774169922,182.509994506836,187.0399932861328,182.3000030517578,186.8000030517578,32038200,MSFT
2020-05-13,170.7456817626953,179.75,184.0500030517578,176.5399932861328,182.5500030517578,44711500,MSFT
2020-05-14,171.4866180419922,180.52999877929688,180.69000244140625,175.67999267578125,177.5399932861328,41873900,MSFT
2020-05-15,173.9849090576172,183.1600036621093,187.0599975585937,177.0,179.05999755859375,46610400,MSFT
2020-05-18,175.64724731445312,184.9100036621093,186.1999969482422,183.9600067138672,185.75,35264500,MSFT
2020-05-19,174.43136596679688,183.6300048828125,186.6000061035156,183.4900054931641,185.02999877929688,26799100,MSFT
2020-05-20,176.85084533691406,185.6600036621093,185.8500061035156,183.94000244140625,184.8099975585937,31261300,MSFT
2020-05-21,174.7266387939453,183.42999267578125,186.6699981689453,183.2899932861328,185.3999938964844,29119500,MSFT
2020-05-22,174.80284118652344,183.509994506836,184.4600067138672,182.5399932861328,183.19000244140625,20826900,MSFT
2020-05-26,172.9548797607422,181.57000732421875,186.5,181.1000061035156,186.33999633789065,36073600,MSFT
2020-05-27,173.1835479736328,181.8099975585937,181.9900054931641,176.60000610351562,180.1999969482422,39517100,MSFT
2020-05-28,172.79296875,181.3999938964844,184.1499938964844,180.3800048828125,180.7400054931641,33810200,MSFT
2020-05-29,174.55516052246094,183.25,184.2700042724609,180.4100036621093,182.72999572753903,42130400,MSFT
2020-06-01,174.15512084960938,182.8300018310547,183.0,181.4600067138672,182.5399932861328,22622400,MSFT
2020-06-02,176.1364288330078,184.9100036621093,185.0,181.3500061035156,184.25,30794600,MSFT
2020-06-03,176.56504821777344,185.3600006103516,185.94000244140625,183.5800018310547,184.82000732421875,27311000,MSFT
2020-06-04,174.24082946777344,182.9199981689453,185.83999633789065,182.3000030517578,184.3000030517578,28761800,MSFT
2020-06-05,178.31773376464844,187.1999969482422,187.72999572753903,182.009994506836,182.6199951171875,39893600,MSFT
2020-06-08,179.42269897460938,188.3600006103516,188.5500030517578,184.44000244140625,185.94000244140625,33211600,MSFT
2020-06-09,180.79440307617188,189.8000030517578,190.6999969482422,187.259994506836,188.0,29783900,MSFT
2020-06-10,187.5003204345703,196.83999633789065,198.5200042724609,191.009994506836,191.1300048828125,43872300,MSFT
2020-06-11,177.43190002441406,186.2700042724609,195.759994506836,186.07000732421875,193.1300048828125,52854700,MSFT
2020-06-12,178.83213806152344,187.7400054931641,191.72000122070312,185.17999267578125,190.5399932861328,43373600,MSFT
2020-06-15,179.97518920898438,188.94000244140625,190.82000732421875,184.009994506836,184.5800018310547,32770200,MSFT
2020-06-16,184.38552856445312,193.57000732421875,195.5800018310547,191.4600067138672,192.88999938964844,42556700,MSFT
2020-06-17,185.0237579345703,194.2400054931641,196.32000732421875,193.69000244140625,195.02999877929688,25687800,MSFT
2020-06-18,187.0050506591797,196.32000732421875,196.4900054931641,194.0,194.0,23061600,MSFT
2020-06-19,185.8905334472656,195.1499938964844,199.2899932861328,194.3699951171875,198.58999633789065,44441100,MSFT
2020-06-22,191.05340576171875,200.57000732421875,200.759994506836,195.22999572753903,195.7899932861328,32818900,MSFT
2020-06-23,192.329818725586,201.9100036621093,203.9499969482422,201.42999267578125,202.08999633789065,30917400,MSFT
2020-06-24,188.452880859375,197.83999633789065,203.25,196.5599975585937,201.6000061035156,36740600,MSFT
2020-06-25,190.8343048095703,200.33999633789065,200.6100006103516,195.47000122070312,197.8000030517578,27803900,MSFT
2020-06-26,187.0145721435547,196.3300018310547,199.88999938964844,194.8800048828125,199.72999572753903,54675800,MSFT
2020-06-29,189.02444458007807,198.44000244140625,198.52999877929688,193.5500030517578,195.77999877929688,26701600,MSFT
2020-06-30,193.85389709472656,203.509994506836,204.3999938964844,197.7400054931641,197.8800048828125,34310300,MSFT
2020-07-01,194.98741149902344,204.6999969482422,206.3500061035156,201.7700042724609,203.13999938964844,32061200,MSFT
2020-07-02,196.47341918945312,206.259994506836,208.0200042724609,205.0,205.67999267578125,29315800,MSFT
2020-07-06,200.7027587890625,210.6999969482422,211.1300048828125,208.08999633789065,208.8300018310547,31897600,MSFT
2020-07-07,198.36900329589844,208.25,214.6699981689453,207.9900054931641,210.4499969482422,33600700,MSFT
2020-07-08,202.731689453125,212.8300018310547,213.259994506836,208.69000244140625,210.07000732421875,33600000,MSFT
2020-07-09,204.1510162353516,214.32000732421875,216.3800048828125,211.47000122070312,216.3300018310547,33121700,MSFT
2020-07-10,203.5318145751953,213.6699981689453,214.0800018310547,211.0800018310547,213.6199951171875,26177600,MSFT
2020-07-13,197.2449951171875,207.07000732421875,215.8000030517578,206.5,214.47999572753903,38135600,MSFT
2020-07-14,198.4642791748047,208.3500061035156,208.8500061035156,202.02999877929688,206.1300048828125,37591800,MSFT
2020-07-15,198.1689453125,208.0399932861328,211.3300018310547,205.02999877929688,209.5599975585937,32179400,MSFT
2020-07-16,194.2444305419922,203.9199981689453,205.6999969482422,202.3099975585937,205.3999938964844,29940700,MSFT
2020-07-17,193.2537384033203,202.8800048828125,205.0399932861328,201.38999938964844,204.47000122070312,31635300,MSFT
2020-07-20,201.5600433349609,211.6000061035156,212.3000030517578,203.009994506836,205.0,36884800,MSFT
2020-07-21,198.8452911376953,208.75,213.94000244140625,208.02999877929688,213.6600036621093,37990400,MSFT
2020-07-22,201.70291137695312,211.75,212.3000030517578,208.38999938964844,209.1999969482422,49605700,MSFT
2020-07-23,192.929916381836,202.5399932861328,210.9199981689453,202.1499938964844,207.19000244140625,67457000,MSFT
2020-07-24,191.748764038086,201.3000030517578,202.8600006103516,197.509994506836,200.4199981689453,39827000,MSFT
2020-07-27,194.17774963378903,203.8500061035156,203.97000122070312,200.8600006103516,201.47000122070312,30160900,MSFT
2020-07-28,192.43460083007807,202.0200042724609,204.6999969482422,201.7400054931641,203.6100006103516,23251400,MSFT
2020-07-29,194.37779235839844,204.0599975585937,204.6499938964844,202.009994506836,202.5,19632600,MSFT
2020-07-30,194.22537231445312,203.8999938964844,204.4600067138672,199.57000732421875,201.0,25079600,MSFT
2020-07-31,195.28273010253903,205.009994506836,205.1000061035156,199.009994506836,204.3999938964844,51044000,MSFT
2020-08-03,206.26565551757807,216.5399932861328,217.63999938964844,210.44000244140625,211.5200042724609,78983000,MSFT
2020-08-04,203.1698760986328,213.2899932861328,214.7700042724609,210.3099975585937,214.1699981689453,49280100,MSFT
2020-08-05,202.8364105224609,212.94000244140625,215.0,211.57000732421875,214.8999938964844,28806400,MSFT
2020-08-06,206.084701538086,216.3500061035156,216.3699951171875,211.5500030517578,212.33999633789065,32656800,MSFT
2020-08-07,202.3982696533203,212.47999572753903,215.6999969482422,210.92999267578125,214.8500061035156,27820400,MSFT
2020-08-10,198.36900329589844,208.25,211.8800048828125,206.3500061035156,211.6699981689453,36716500,MSFT
2020-08-11,193.73004150390625,203.3800048828125,207.6499938964844,203.13999938964844,207.1600036621093,36446500,MSFT
2020-08-12,199.2643585205078,209.19000244140625,210.27999877929688,204.75,205.2899932861328,28013100,MSFT
2020-08-13,198.7976226806641,208.6999969482422,211.3500061035156,208.1499938964844,209.44000244140625,22588900,MSFT
2020-08-14,198.9881134033203,208.8999938964844,209.58999633789065,207.509994506836,208.759994506836,17958900,MSFT
2020-08-17,200.3026885986328,210.27999877929688,211.19000244140625,208.9199981689453,209.6000061035156,20184800,MSFT
2020-08-18,201.4552764892578,211.4900054931641,212.3600006103516,209.2100067138672,210.52999877929688,21336200,MSFT
2020-08-19,200.2330780029297,209.6999969482422,212.1000061035156,209.25,211.4900054931641,27627600,MSFT
2020-08-20,204.89273071289065,214.5800018310547,215.0,208.9100036621093,209.5399932861328,26981500,MSFT
2020-08-21,203.4031524658203,213.0200042724609,216.25,212.8500061035156,213.8600006103516,36249300,MSFT
2020-08-24,204.0428771972656,213.69000244140625,215.5200042724609,212.42999267578125,214.7899932861328,25460100,MSFT
2020-08-25,206.6974334716797,216.47000122070312,216.6100006103516,213.1000061035156,213.1000061035156,23043700,MSFT
2020-08-26,211.1661071777344,221.1499938964844,222.08999633789065,217.3600006103516,217.8800048828125,39600800,MSFT
2020-08-27,216.3509826660156,226.5800018310547,231.1499938964844,219.3999938964844,222.88999938964844,57602200,MSFT
2020-08-28,218.5758056640625,228.9100036621093,230.63999938964844,226.5800018310547,228.17999267578125,26292900,MSFT
2020-08-31,215.348373413086,225.52999877929688,228.6999969482422,224.3099975585937,227.0,28774200,MSFT
2020-09-01,217.00987243652344,227.2700042724609,227.4499969482422,224.42999267578125,225.509994506836,25725500,MSFT
2020-09-02,221.192123413086,231.6499938964844,232.8600006103516,227.3500061035156,227.97000122070312,34080800,MSFT
2020-09-03,207.4899444580078,217.3000030517578,229.3099975585937,214.9600067138672,229.2700042724609,58400300,MSFT
2020-09-04,204.57763671875,214.25,218.3600006103516,205.19000244140625,215.1000061035156,59664100,MSFT
2020-09-08,193.5108337402344,202.6600036621093,210.02999877929688,202.1999969482422,206.5,52924300,MSFT
2020-09-09,201.7512664794922,211.2899932861328,214.83999633789065,206.6999969482422,207.6000061035156,45679000,MSFT
2020-09-10,196.0985412597656,205.3699951171875,214.7400054931641,204.1100006103516,213.3999938964844,35461500,MSFT
2020-09-11,194.81903076171875,204.02999877929688,208.6300048828125,201.2400054931641,207.1999969482422,33620100,MSFT
2020-09-14,196.13673400878903,205.4100036621093,209.1999969482422,204.02999877929688,204.2400054931641,30375800,MSFT
2020-09-15,199.3545837402344,208.77999877929688,209.77999877929688,206.92999267578125,208.4199981689453,21823900,MSFT
2020-09-16,195.79298400878903,205.0500030517578,210.6499938964844,204.63999938964844,210.6199951171875,26328100,MSFT
2020-09-17,193.7496032714844,202.9100036621093,204.3300018310547,199.9600067138672,200.0500030517578,34011300,MSFT
2020-09-18,191.3433837890625,200.38999938964844,203.6499938964844,196.25,202.8000030517578,55225300,MSFT
2020-09-21,193.39627075195312,202.5399932861328,202.7100067138672,196.3800048828125,197.19000244140625,39839700,MSFT
2020-09-22,198.0559539794922,207.4199981689453,208.1000061035156,202.0800018310547,205.0599975585937,33517100,MSFT
2020-09-23,191.5343475341797,200.58999633789065,208.1000061035156,200.02999877929688,207.8999938964844,30803800,MSFT
2020-09-24,194.0169372558593,203.19000244140625,205.57000732421875,199.1999969482422,199.8500061035156,31202500,MSFT
2020-09-25,198.4379425048828,207.82000732421875,209.0399932861328,202.5399932861328,203.5500030517578,29437300,MSFT
2020-09-28,199.98475646972656,209.44000244140625,212.57000732421875,208.0599975585937,210.8800048828125,32004900,MSFT
2020-09-29,197.9032287597656,207.259994506836,210.07000732421875,206.8099975585937,209.3500061035156,24221900,MSFT
2020-09-30,200.83462524414065,210.3300018310547,211.97999572753903,206.5399932861328,207.72999572753903,33829100,MSFT
2020-10-01,202.86846923828125,212.4600067138672,213.9900054931641,211.32000732421875,213.4900054931641,27158400,MSFT
2020-10-02,196.8815155029297,206.19000244140625,210.9900054931641,205.5399932861328,208.0,33154800,MSFT
2020-10-05,200.8823699951172,210.3800048828125,210.4100036621093,206.97999572753903,207.22000122070312,21331600,MSFT
2020-10-06,196.6141815185547,205.9100036621093,210.17999267578125,204.82000732421875,208.82000732421875,28554300,MSFT
2020-10-07,200.357177734375,209.8300018310547,210.1100006103516,206.72000122070312,207.0599975585937,25681100,MSFT
2020-10-08,201.0733337402344,210.5800018310547,211.19000244140625,208.32000732421875,210.509994506836,19925800,MSFT
2020-10-09,206.0672302246093,215.8099975585937,215.8600006103516,211.22999572753903,211.22999572753903,26458000,MSFT
2020-10-12,211.40484619140625,221.3999938964844,223.8600006103516,216.8099975585937,218.7899932861328,40461400,MSFT
2020-10-13,212.7989501953125,222.8600006103516,225.2100067138672,220.42999267578125,222.72000122070312,28950800,MSFT
2020-10-14,210.8892059326172,220.8600006103516,224.22000122070312,219.1300048828125,223.0,23421700,MSFT
2020-10-15,209.743392944336,219.6600036621093,220.3600006103516,216.009994506836,217.1000061035156,22733100,MSFT
2020-10-16,209.743392944336,219.6600036621093,222.2899932861328,219.32000732421875,220.1499938964844,26057900,MSFT
2020-10-19,204.54901123046875,214.22000122070312,222.3000030517578,213.72000122070312,220.4199981689453,27625800,MSFT
2020-10-20,204.9595489501953,214.6499938964844,217.3699951171875,213.08999633789065,215.8000030517578,22753500,MSFT
2020-10-21,205.1028289794922,214.8000030517578,216.9199981689453,213.1199951171875,213.1199951171875,22724900,MSFT
2020-10-22,205.18875122070312,214.88999938964844,216.0599975585937,211.6999969482422,213.92999267578125,22351500,MSFT
2020-10-23,206.4682464599609,216.22999572753903,216.27999877929688,213.1600036621093,215.02999877929688,18879600,MSFT
2020-10-26,200.59588623046875,210.0800018310547,216.33999633789065,208.1000061035156,213.8500061035156,37111600,MSFT
2020-10-27,203.622802734375,213.25,214.6699981689453,210.3300018310547,211.58999633789065,36700300,MSFT
2020-10-28,193.52999877929688,202.67999267578125,208.83999633789065,202.1000061035156,207.6699981689453,51195600,MSFT
2020-10-29,195.4778747558593,204.72000122070312,207.3600006103516,203.3699951171875,204.07000732421875,31432600,MSFT
2020-10-30,193.32948303222656,202.47000122070312,204.2899932861328,199.6199951171875,203.5,36953700,MSFT
2020-11-02,193.19577026367188,202.3300018310547,205.27999877929688,200.1199951171875,204.2899932861328,30842200,MSFT
2020-11-03,197.1106719970703,206.42999267578125,208.1199951171875,203.1199951171875,203.88999938964844,27512000,MSFT
2020-11-04,206.6210327148437,216.38999938964844,218.32000732421875,212.4199981689453,214.0200042724609,42311800,MSFT
2020-11-05,213.20948791503903,223.2899932861328,224.1199951171875,221.1499938964844,222.0399932861328,36080100,MSFT
2020-11-06,213.6200714111328,223.72000122070312,224.3600006103516,218.02999877929688,222.259994506836,25231900,MSFT
2020-11-09,208.53076171875,218.38999938964844,228.1199951171875,217.8800048828125,224.44000244140625,44395000,MSFT
2020-11-10,201.4839324951172,211.009994506836,216.5,209.72000122070312,214.5,44045100,MSFT
2020-11-11,206.77378845214844,216.5500030517578,218.0399932861328,212.1999969482422,212.38999938964844,29440800,MSFT
2020-11-12,205.7139129638672,215.44000244140625,219.1100006103516,214.4600067138672,217.2100067138672,21593900,MSFT
2020-11-13,206.7356414794922,216.509994506836,217.4199981689453,214.1600036621093,216.3600006103516,18621100,MSFT
2020-11-16,207.42312622070312,217.22999572753903,217.7400054931641,214.5200042724609,214.8699951171875,24953300,MSFT
2020-11-17,204.77813720703125,214.4600067138672,217.67999267578125,214.0800018310547,216.1000061035156,24154100,MSFT
2020-11-18,202.07843017578125,211.0800018310547,215.1699981689453,210.92999267578125,213.6499938964844,28372800,MSFT
2020-11-19,203.36129760742188,212.4199981689453,213.02999877929688,209.92999267578125,211.3800048828125,24792700,MSFT
2020-11-20,201.4178771972656,210.38999938964844,213.2899932861328,210.0,212.1999969482422,22843100,MSFT
2020-11-23,201.14976501464844,210.1100006103516,212.2899932861328,208.1600036621093,210.9499969482422,25683500,MSFT
2020-11-24,204.7398681640625,213.8600006103516,214.25,208.8600006103516,209.58999633789065,33979700,MSFT
2020-11-25,204.7494506835937,213.8699951171875,215.2899932861328,212.4600067138672,215.1100006103516,21012900,MSFT
2020-11-27,206.0514373779297,215.22999572753903,216.2700042724609,214.0399932861328,214.8500061035156,14512200,MSFT
2020-11-30,204.94088745117188,214.07000732421875,214.759994506836,210.83999633789065,214.1000061035156,33064800,MSFT
2020-12-01,206.9896545410156,216.2100067138672,217.32000732421875,213.3500061035156,214.509994506836,30904500,MSFT
2020-12-02,206.18544006347656,215.3699951171875,215.47000122070312,212.8000030517578,214.8800048828125,23724500,MSFT
2020-12-03,205.1036529541016,214.2400054931641,216.3800048828125,213.6499938964844,214.6100006103516,25120900,MSFT
2020-12-04,205.21853637695312,214.3600006103516,215.3800048828125,213.17999267578125,214.22000122070312,24666000,MSFT
2020-12-07,205.1514892578125,214.2899932861328,215.5399932861328,212.9900054931641,214.3699951171875,24620000,MSFT
2020-12-08,206.7981719970703,216.009994506836,216.9499969482422,212.88999938964844,213.97000122070312,23284100,MSFT
2020-12-09,202.7677459716797,211.8000030517578,215.22999572753903,211.2100067138672,215.1600036621093,32440600,MSFT
2020-12-10,201.5422821044922,210.5200042724609,213.0800018310547,210.3600006103516,211.7700042724609,26733300,MSFT
2020-12-11,204.1654510498047,213.259994506836,213.32000732421875,209.1100006103516,210.0500030517578,30979400,MSFT
2020-12-14,205.0653381347656,214.1999969482422,216.2100067138672,212.8800048828125,213.1000061035156,28798400,MSFT
2020-12-15,204.9983673095703,214.1300048828125,215.4199981689453,212.2400054931641,215.1699981689453,27000600,MSFT
2020-12-16,209.92874145507807,219.27999877929688,220.1100006103516,214.72000122070312,214.75,35023300,MSFT
2020-12-17,210.06277465820312,219.4199981689453,220.88999938964844,217.9199981689453,219.8699951171875,32515800,MSFT
2020-12-18,209.2681579589844,218.58999633789065,219.69000244140625,216.0200042724609,218.58999633789065,63354900,MSFT
2020-12-21,213.0975646972656,222.58999633789065,224.0,217.27999877929688,217.5500030517578,37181900,MSFT
2020-12-22,214.38999938964844,223.94000244140625,225.6300048828125,221.8500061035156,222.69000244140625,22612200,MSFT
2020-12-23,211.59454345703125,221.0200042724609,223.5599975585937,220.8000030517578,223.1100006103516,18699600,MSFT
2020-12-24,213.250717163086,222.75,223.6100006103516,221.1999969482422,221.4199981689453,10550600,MSFT
2020-12-28,215.36651611328125,224.9600067138672,226.02999877929688,223.0200042724609,224.4499969482422,17933500,MSFT
2020-12-29,214.591049194336,224.1499938964844,227.17999267578125,223.5800018310547,226.3099975585937,17403200,MSFT
2020-12-30,212.2263946533203,221.67999267578125,225.6300048828125,221.47000122070312,225.22999572753903,20272300,MSFT
2020-12-31,212.9348297119141,222.4199981689453,223.0,219.67999267578125,221.6999969482422,20942100,MSFT
2021-01-04,208.40652465820312,217.69000244140625,223.0,214.8099975585937,222.52999877929688,37130100,MSFT
2021-01-05,208.6075897216797,217.8999938964844,218.5200042724609,215.6999969482422,217.259994506836,23823000,MSFT
2021-01-06,203.19854736328125,212.25,216.4900054931641,211.94000244140625,212.1699981689453,35930700,MSFT
