Date,aapl,tsla,msft,gold,spy,amzn
2023-08-10,175.67120361328125,245.33999633789065,316.1488952636719,1914.4000244140625,431.8720397949219,138.55999755859375
2023-08-11,175.73049926757812,242.6499938964844,314.26922607421875,1912.9000244140625,431.6202087402344,138.41000366210938
2023-08-14,177.38116455078125,239.759994506836,317.2356262207031,1910.5999755859373,434.0027770996094,140.57000732421875
2023-08-15,175.39442443847656,232.9600067138672,315.1013488769531,1902.5,428.9471435546875,137.6699981689453
2023-08-16,174.52464294433594,225.6000061035156,314.3361511230469,1896.0999755859373,425.7993774414063,135.07000732421875
2023-08-17,171.98439025878906,219.22000122070312,310.8827514648437,1884.0999755859373,422.5549011230469,133.97999572753906
2023-08-18,172.46873474121094,215.4900054931641,310.4903259277344,1886.0999755859373,422.7583312988281,133.22000122070312
2023-08-21,173.80308532714844,231.27999877929688,315.7881774902344,1893.300048828125,425.50885009765625,134.67999267578125
2023-08-22,175.177001953125,233.19000244140625,316.357177734375,1896.4000244140625,424.3562927246094,134.25
2023-08-23,179.02191162109375,236.8600006103516,320.8112487792969,1918.5,429.0826416015625,135.52000427246094
2023-08-24,174.33685302734375,230.0399932861328,313.9142761230469,1918.199951171875,423.1360473632813,131.83999633789062
2023-08-25,176.54100036621094,238.58999633789065,316.8673400878906,1911.0999755859373,426.1190490722656,133.25999450683594
2023-08-28,178.1027069091797,238.82000732421875,317.5737609863281,1917.9000244140625,428.8211975097656,133.13999938964844
2023-08-29,181.98716735839844,257.17999267578125,322.194580078125,1936.5,435.0196838378906,134.91000366210938
2023-08-30,185.4762725830078,256.8999938964844,322.5673828125,1944.300048828125,436.8115234375,135.07000732421875
2023-08-31,185.6937255859375,258.0799865722656,321.5569152832031,1938.199951171875,436.1722412109375,138.00999450683594
2023-09-01,187.26531982421875,245.009994506836,322.4397888183594,1939.800048828125,436.98583984375,138.1199951171875
2023-09-05,187.5025329589844,256.489990234375,327.2372131347656,1926.199951171875,435.09716796875,137.27000427246094
2023-09-06,180.79116821289065,251.9199981689453,326.5799865722656,1918.0999755859373,432.1722717285156,135.36000061035156
2023-09-07,175.503173828125,251.4900054931641,323.6661682128906,1917.5,430.8454284667969,137.85000610351562
2023-09-08,176.11598205566406,248.5,327.94366455078125,1918.4000244140625,431.4942932128906,138.22999572753906
2023-09-11,177.28233337402344,273.5799865722656,331.544189453125,1923.300048828125,434.33209228515625,143.10000610351562
2023-09-12,174.25778198242188,267.4800109863281,325.4909362792969,1911.300048828125,431.9495239257813,141.22999572753906
2023-09-13,172.1919708251953,271.29998779296875,329.69976806640625,1909.0999755859373,432.4531555175781,144.85000610351562
2023-09-14,173.70425415039062,276.0400085449219,332.2898254394531,1910.0,436.1819152832031,144.72000122070312
2023-09-15,172.98269653320312,274.3900146484375,323.9703063964844,1923.699951171875,430.9266662597656,140.38999938964844
2023-09-18,175.90841674804688,265.2799987792969,322.832275390625,1931.5,431.1793823242188,139.97999572753906
2023-09-19,176.9956817626953,266.5,322.4300537109375,1932.0,430.28521728515625,137.6300048828125
2023-09-20,173.45713806152344,262.5899963378906,314.6991577148437,1945.5999755859373,426.3294067382813,135.2899932861328
2023-09-21,171.9152374267578,255.6999969482422,313.48260498046875,1919.199951171875,419.2828979492188,129.3300018310547
2023-09-22,172.7652587890625,244.8800048828125,311.0102844238281,1925.4000244140625,418.3401184082031,129.1199951171875
2023-09-25,174.040283203125,246.9900054931641,311.5302429199219,1916.5999755859373,420.0993347167969,131.27000427246094
2023-09-26,169.96803283691406,244.1199951171875,306.23248291015625,1900.4000244140625,413.9275512695313,125.9800033569336
2023-09-27,168.45574951171875,240.5,306.8702087402344,1871.5999755859373,414.0927734375,125.9800033569336
2023-09-28,168.71275329589844,246.3800048828125,307.7040710449219,1860.4000244140625,416.4934692382813,125.9800033569336
2023-09-29,169.22671508789062,250.22000122070312,309.7741394042969,1848.0999755859373,415.4826354980469,127.12000274658205
2023-10-02,171.73728942871094,251.6000061035156,315.70965576171875,1830.0,415.31744384765625,129.4600067138672
2023-10-03,170.40292358398438,246.52999877929688,307.4588623046875,1824.5999755859373,409.7579650878906,124.72000122070312
2023-10-04,171.64834594726562,261.1600036621094,312.92340087890625,1818.5,412.7417602539063,127.0
2023-10-05,172.88388061523438,260.04998779296875,313.3157958984375,1816.5999755859373,412.5862426757813,125.95999908447266
2023-10-06,175.43397521972656,260.5299987792969,321.0663452148437,1830.199951171875,417.4848327636719,127.95999908447266
2023-10-09,176.91661071777344,259.6700134277344,323.5778503417969,1849.5,420.15765380859375,128.25999450683594
2023-10-10,176.32351684570312,263.6199951171875,322.1749267578125,1861.0,422.344482421875,129.47999572753906
2023-10-11,177.7172088623047,262.989990234375,326.128662109375,1872.800048828125,424.0745239257813,131.8300018310547
2023-10-12,178.61668395996094,258.8699951171875,324.8925170898437,1869.300048828125,421.4891662597656,132.3300018310547
2023-10-13,176.77822875976562,251.1199951171875,321.52740478515625,1927.4000244140625,419.3897705078125,129.7899932861328
2023-10-16,176.6497344970703,253.9199981689453,326.3445129394531,1921.0999755859373,423.8023986816406,132.5500030517578
2023-10-17,175.09793090820312,254.8500061035156,325.7754821777344,1922.699951171875,423.7829284667969,131.47000122070312
2023-10-18,173.80308532714844,242.67999267578125,323.8623352050781,1955.300048828125,418.135986328125,128.1300048828125
2023-10-19,173.427490234375,220.1100006103516,325.0494689941406,1968.4000244140625,414.4621276855469,128.39999389648438
2023-10-20,170.87738037109375,211.9900054931641,320.4875183105469,1982.5,409.3691101074219,125.16999816894533
2023-10-23,170.99598693847656,212.0800018310547,323.0873413085937,1976.300048828125,408.65966796875,126.55999755859376
2023-10-24,171.43092346191406,216.5200042724609,324.2745056152344,1975.0,411.7406921386719,128.55999755859375
2023-10-25,169.11801147460938,212.4199981689453,334.2225341796875,1984.0999755859373,405.8312683105469,121.38999938964844
2023-10-26,164.956787109375,205.759994506836,321.68438720703125,1987.199951171875,400.97161865234375,119.56999969482422
2023-10-27,166.2713623046875,207.3000030517578,323.56805419921875,1988.5999755859373,399.1541442871094,127.73999786376952
2023-10-30,168.31736755371094,197.3600006103516,330.9260559082031,1996.199951171875,403.9263305664063,132.7100067138672
2023-10-31,168.7918243408203,200.83999633789065,331.7109375,1985.199951171875,406.4630432128906,133.08999633789062
2023-11-01,171.95474243164062,205.6600036621093,339.52032470703125,1978.800048828125,410.79791259765625,137.0
2023-11-02,175.51304626464844,218.509994506836,341.7277526855469,1985.5999755859373,418.670654296875,138.07000732421875
2023-11-03,174.6036834716797,219.9600067138672,346.1229248046875,1991.5,422.49029541015625,138.60000610351562
2023-11-06,177.15380859375,219.2700042724609,349.7823486328125,1981.5999755859373,423.4622497558594,139.74000549316406
2023-11-07,179.7138214111328,222.17999267578125,353.7066650390625,1966.800048828125,424.66741943359375,142.7100067138672
2023-11-08,180.7714233398437,222.1100006103516,356.3261413574219,1951.5,424.9784240722656,142.0800018310547
2023-11-09,180.29698181152344,209.97999572753903,353.8636474609375,1964.199951171875,421.66412353515625,140.60000610351562
2023-11-10,184.4834747314453,214.6499938964844,362.6737365722656,1932.5999755859373,428.2441101074219,143.55999755859375
2023-11-13,182.8999481201172,223.7100067138672,359.74029541015625,1945.5,427.8359069824219,142.58999633789062
2023-11-14,185.5127868652344,237.4100036621093,363.2623291015625,1961.800048828125,436.1362609863281,145.8000030517578
2023-11-15,186.076904296875,242.83999633789065,363.4097900390625,1960.0999755859373,437.0596008300781,143.1999969482422
2023-11-16,187.75946044921875,233.58999633789065,369.7996826171875,1983.9000244140625,437.5941467285156,142.8300018310547
2023-11-17,187.7396545410156,234.3000030517578,363.5867614746094,1981.5999755859373,438.1383972167969,145.17999267578125
2023-11-20,189.4815673828125,235.6000061035156,371.0481872558594,1977.699951171875,441.5110778808594,146.1300048828125
2023-11-21,188.67990112304688,241.1999969482422,366.7522277832031,1999.300048828125,440.5487976074219,143.89999389648438
2023-11-22,189.343017578125,234.2100067138672,371.4512634277344,1991.4000244140625,442.2497253417969,146.7100067138672
2023-11-24,188.0167694091797,235.4499969482422,371.0383605957031,2002.199951171875,442.5217895507813,146.74000549316406
2023-11-27,187.838607788086,236.0800018310547,372.1983947753906,2011.800048828125,441.7249145507813,147.72999572753906
2023-11-28,188.4423675537109,246.72000122070312,376.21917724609375,2039.699951171875,442.1622619628906,147.02999877929688
2023-11-29,187.42295837402344,244.13999938964844,372.4342651367188,2047.0999755859373,441.8511962890625,146.32000732421875
2023-11-30,187.9969940185547,240.0800018310547,372.4933471679688,2038.0999755859373,443.5910034179688,146.08999633789062
2023-12-01,189.27374267578125,238.8300018310547,368.1678466796875,2071.0,446.2152099609375,147.02999877929688
2023-12-04,187.4823455810547,235.5800018310547,362.8887634277344,2024.0999755859373,443.8728637695313,144.83999633789062
2023-12-05,191.4313201904297,238.72000122070312,366.2114868164063,2018.5,443.7853393554688,146.8800048828125
2023-12-06,190.3426513671875,239.3699951171875,362.5545043945313,2030.5,441.9970703125,144.52000427246094
2023-12-07,192.2725830078125,242.63999938964844,364.6680908203125,2029.9000244140625,445.36956787109375,146.8800048828125
2023-12-08,193.6977996826172,243.83999633789065,367.8925476074219,1998.300048828125,447.2843627929688,147.4199981689453
2023-12-11,191.1937713623047,239.7400054931641,365.0121765136719,1978.0,449.0240783691406,145.88999938964844
2023-12-12,192.70803833007807,237.009994506836,368.03997802734375,1977.800048828125,451.0748596191406,147.47999572753906
2023-12-13,195.9246368408203,239.2899932861328,368.03021240234375,1982.300048828125,457.2952880859375,148.83999633789062
2023-12-14,196.0731201171875,251.0500030517578,359.73309326171875,2030.199951171875,458.762939453125,147.4199981689453
2023-12-15,195.5386657714844,253.5,364.4518432617188,2021.0999755859373,458.0075073242188,149.97000122070312
2023-12-18,193.8759155273437,252.0800018310547,366.33929443359375,2026.300048828125,460.5838623046875,154.07000732421875
2023-12-19,194.9151306152344,257.2200012207031,366.9389953613281,2038.4000244140625,463.3846130371094,153.7899932861328
2023-12-20,192.8267974853516,247.13999938964844,364.3437194824219,2034.5,456.9633483886719,152.1199951171875
2023-12-21,192.6783599853516,254.5,367.2142028808594,2039.0999755859373,461.2962646484375,153.83999633789062
2023-12-22,191.6094665527344,252.5399932861328,368.236572265625,2057.10009765625,462.2233276367188,153.4199981689453
2023-12-26,191.0651397705078,256.6099853515625,368.3153076171875,2058.199951171875,464.1750793457031,153.41000366210938
2023-12-27,191.16407775878903,261.44000244140625,367.7352600097656,2081.89990234375,465.0143432617188,153.33999633789062
2023-12-28,191.5896759033203,253.17999267578125,368.9247741699219,2073.89990234375,465.1899719238281,153.3800048828125
2023-12-29,190.5504913330078,248.47999572753903,369.6719665527344,2062.39990234375,463.8432922363281,151.94000244140625
2024-01-02,183.73130798339844,248.4199981689453,364.5894165039063,2064.39990234375,461.2474365234375,149.92999267578125
2024-01-03,182.35562133789065,238.4499969482422,364.3240356445313,2034.199951171875,457.4805603027344,148.47000122070312
2024-01-04,180.0396728515625,237.92999267578125,361.7091064453125,2042.300048828125,456.0069885253906,144.57000732421875
2024-01-05,179.31716918945312,237.4900054931641,361.5223083496094,2042.4000244140625,456.631591796875,145.24000549316406
2024-01-08,183.65213012695312,240.4499969482422,368.3447265625,2026.5999755859373,463.1504211425781,149.10000610351562
2024-01-09,183.23643493652344,234.9600067138672,369.4261169433594,2026.4000244140625,462.4477844238281,151.3699951171875
2024-01-10,184.2756500244141,233.94000244140625,376.2879028320313,2021.699951171875,465.0631103515625,153.72999572753906
2024-01-11,183.6818084716797,227.22000122070312,378.1164855957031,2014.300048828125,464.8582153320313,155.17999267578125
2024-01-12,184.0084228515625,218.88999938964844,381.8913879394531,2046.699951171875,465.1802062988281,154.6199951171875
2024-01-16,181.74197387695312,219.9100036621093,383.6609191894531,2026.0,463.4724731445313,153.16000366210938
2024-01-17,180.8017578125,215.5500030517578,382.8744812011719,2002.5999755859373,460.8961486816406,151.7100067138672
2024-01-18,186.6905517578125,211.8800048828125,387.1999816894531,2018.5999755859373,464.9948120117188,153.5
2024-01-19,189.5904235839844,212.19000244140625,391.9186706542969,2026.5,470.79150390625,155.33999633789062
2024-01-22,191.89649963378903,208.8000030517578,389.7952880859375,2019.800048828125,471.7868957519531,154.77999877929688
2024-01-23,193.17320251464844,209.13999938964844,392.144775390625,2023.699951171875,473.1629028320313,156.02000427246094
2024-01-24,192.50021362304688,207.8300018310547,395.7427673339844,2013.9000244140625,473.6801452636719,156.8699951171875
2024-01-25,192.17361450195312,182.6300048828125,398.0137023925781,2016.9000244140625,476.2564697265625,157.75
2024-01-26,190.4416046142578,183.25,397.0896301269531,2016.800048828125,475.6513977050781,159.1199951171875
2024-01-29,189.7586975097656,190.92999267578125,402.7815551757813,2025.199951171875,479.418212890625,161.25999450683594
2024-01-30,186.10662841796875,191.58999633789065,401.6707153320313,2031.5,479.04736328125,159.0
2024-01-31,182.50405883789065,187.2899932861328,390.8471374511719,2048.39990234375,471.2306518554688,155.1999969482422
2024-02-01,184.9387359619141,188.8600006103516,396.9421691894531,2053.0,477.398193359375,159.27999877929688
2024-02-02,183.9391632080078,187.9100036621093,404.2561645507813,2036.0999755859373,482.4239807128906,171.80999755859375
2024-02-05,185.7503356933593,181.0599975585937,398.7804870605469,2025.699951171875,480.6673583984375,170.30999755859375
